	WGD	Rate	Number of Leaves	n	Method	Distance
5221	Low WGD	0.075	20	2	Euclidean Min. Ev.	0.0474519632414369
5222	Low WGD	0.075	20	2	Manhattan NJ	0.0
5223	Low WGD	0.075	20	2	Manhattan Min. Ev.	0.0474519632414369
5224	Low WGD	0.075	20	2	MEDALT	0.46015037593985
5225	Low WGD	0.075	20	2	MEDICC2	0.0217209690893901
5226	Low WGD	0.025	250	6	Euclidean NJ	0.0412699826423029
5227	Low WGD	0.025	250	6	Euclidean Min. Ev.	0.0360227492672141
5228	Low WGD	0.025	250	6	Manhattan NJ	0.0551125927692262
5229	Low WGD	0.025	250	6	Manhattan Min. Ev.	0.0360227492672141
5230	Low WGD	0.025	250	6	MEDALT	0.307028749363216
5231	Low WGD	0.025	250	6	MEDICC2	0.0237272689266254
5232	Low WGD	0.075	15	6	Euclidean NJ	0.093956043956044
5233	Low WGD	0.075	15	6	Euclidean Min. Ev.	0.093956043956044
5234	Low WGD	0.075	15	6	Manhattan NJ	0.0181318681318681
5235	Low WGD	0.075	15	6	Manhattan Min. Ev.	0.093956043956044
5236	Low WGD	0.075	15	6	MEDALT	0.369505494505495
5237	Low WGD	0.075	15	6	MEDICC2	0.0362637362637363
5238	No WGD	0.075	10	13	Euclidean NJ	0.163636363636364
5239	No WGD	0.075	10	13	Euclidean Min. Ev.	0.163636363636364
5240	No WGD	0.075	10	13	Manhattan NJ	0.0424242424242424
5241	No WGD	0.075	10	13	Manhattan Min. Ev.	0.163636363636364
5242	No WGD	0.075	10	13	MEDALT	0.5
5243	No WGD	0.075	10	13	MEDICC2	0.0
5244	No WGD	0.05	15	14	Euclidean NJ	0.0
5245	No WGD	0.05	15	14	Euclidean Min. Ev.	0.0
5246	No WGD	0.05	15	14	Manhattan NJ	0.0
5247	No WGD	0.05	15	14	Manhattan Min. Ev.	0.0
5248	No WGD	0.05	15	14	MEDALT	0.407967032967033
5249	No WGD	0.05	15	14	MEDICC2	0.0
5250	No WGD	0.075	5	9	Euclidean NJ	0.0
5251	No WGD	0.075	5	9	Euclidean Min. Ev.	0.0
5252	No WGD	0.075	5	9	Manhattan NJ	0.0
5253	No WGD	0.075	5	9	Manhattan Min. Ev.	0.0
5254	No WGD	0.075	5	9	MEDALT	0.5
5255	No WGD	0.075	5	9	MEDICC2	0.0
5256	No WGD	0.075	5	11	Euclidean NJ	0.466666666666667
5257	No WGD	0.075	5	11	Euclidean Min. Ev.	0.266666666666667
5258	No WGD	0.075	5	11	Manhattan NJ	0.0
5259	No WGD	0.075	5	11	Manhattan Min. Ev.	0.266666666666667
5260	No WGD	0.075	5	11	MEDALT	0.5
5261	No WGD	0.075	5	11	MEDICC2	0.0
5262	No WGD	0.075	10	22	Euclidean NJ	0.0424242424242424
5263	No WGD	0.075	10	22	Euclidean Min. Ev.	0.0424242424242424
5264	No WGD	0.075	10	22	Manhattan NJ	0.0424242424242424
5265	No WGD	0.075	10	22	Manhattan Min. Ev.	0.0424242424242424
5266	No WGD	0.075	10	22	MEDALT	0.277272727272727
5267	No WGD	0.075	10	22	MEDICC2	0.0424242424242424
5268	Low WGD	0.075	10	19	Euclidean NJ	0.0
5269	Low WGD	0.075	10	19	Euclidean Min. Ev.	0.0
5270	Low WGD	0.075	10	19	Manhattan NJ	0.0
5271	Low WGD	0.075	10	19	Manhattan Min. Ev.	0.0
5272	Low WGD	0.075	10	19	MEDALT	0.5
5273	Low WGD	0.075	10	19	MEDICC2	0.0
5274	Low WGD	0.01	20	3	Euclidean NJ	0.0715121136173768
5275	Low WGD	0.01	20	3	Euclidean Min. Ev.	0.177109440267335
5276	Low WGD	0.01	20	3	Manhattan NJ	0.0778613199665831
5277	Low WGD	0.01	20	3	Manhattan Min. Ev.	0.177109440267335
5278	Low WGD	0.01	20	3	MEDALT	0.13984962406015
5279	Low WGD	0.01	20	3	MEDICC2	0.102255639097744
5280	No WGD	0.05	3	14	Euclidean NJ	0.0
5281	No WGD	0.05	3	14	Euclidean Min. Ev.	0.0
5282	No WGD	0.05	3	14	Manhattan NJ	0.0
5283	No WGD	0.05	3	14	Manhattan Min. Ev.	0.0
5284	No WGD	0.05	3	14	MEDALT	0.5
5285	No WGD	0.05	3	14	MEDICC2	0.0
5286	Low WGD	0.1	3	4	Euclidean NJ	0.0
5287	Low WGD	0.1	3	4	Euclidean Min. Ev.	0.0
5288	Low WGD	0.1	3	4	Manhattan NJ	0.0
5289	Low WGD	0.1	3	4	Manhattan Min. Ev.	0.0
5290	Low WGD	0.1	3	4	MEDALT	0.5
5291	Low WGD	0.1	3	4	MEDICC2	0.0
5292	No WGD	0.075	20	3	Euclidean NJ	0.0912280701754386
5293	No WGD	0.075	20	3	Euclidean Min. Ev.	0.0885547201336675
5294	No WGD	0.075	20	3	Manhattan NJ	0.0775271512113617
5295	No WGD	0.075	20	3	Manhattan Min. Ev.	0.0885547201336675
5296	No WGD	0.075	20	3	MEDALT	0.471512113617377
5297	No WGD	0.075	20	3	MEDICC2	0.0437761069340017
5298	High WGD	0.1	3	21	Euclidean NJ	0.0
5299	High WGD	0.1	3	21	Euclidean Min. Ev.	0.0
5300	High WGD	0.1	3	21	Manhattan NJ	0.0
5301	High WGD	0.1	3	21	Manhattan Min. Ev.	0.0
5302	High WGD	0.1	3	21	MEDALT	0.5
5303	High WGD	0.1	3	21	MEDICC2	0.0
5304	Low WGD	0.05	250	21	Euclidean NJ	0.106304476613561
5305	Low WGD	0.05	250	21	Euclidean Min. Ev.	0.154205607418751
5306	Low WGD	0.05	250	21	Manhattan NJ	0.130677879233165
5307	Low WGD	0.05	250	21	Manhattan Min. Ev.	0.154205607418751
5308	Low WGD	0.05	250	21	MEDALT	0.428763187436805
5309	Low WGD	0.05	250	21	MEDICC2	0.0473151064610582
5310	No WGD	0.025	20	14	Euclidean NJ	0.0
5311	No WGD	0.025	20	14	Euclidean Min. Ev.	0.0
5312	No WGD	0.025	20	14	Manhattan NJ	0.0
5313	No WGD	0.025	20	14	Manhattan Min. Ev.	0.0
5314	No WGD	0.025	20	14	MEDALT	0.344778613199666
5315	No WGD	0.025	20	14	MEDICC2	0.0
5316	Low WGD	0.01	50	7	Euclidean NJ	0.0359343737494998
5317	Low WGD	0.01	50	7	Euclidean Min. Ev.	0.0273269307723089
5318	Low WGD	0.01	50	7	Manhattan NJ	0.031468587434974
5319	Low WGD	0.01	50	7	Manhattan Min. Ev.	0.0273269307723089
5320	Low WGD	0.01	50	7	MEDALT	0.153061224489796
5321	Low WGD	0.01	50	7	MEDICC2	0.0063225290116046
5322	No WGD	0.075	10	23	Euclidean NJ	0.0727272727272727
5323	No WGD	0.075	10	23	Euclidean Min. Ev.	0.0727272727272727
5324	No WGD	0.075	10	23	Manhattan NJ	0.0
5325	No WGD	0.075	10	23	Manhattan Min. Ev.	0.0727272727272727
5326	No WGD	0.075	10	23	MEDALT	0.277272727272727
5327	No WGD	0.075	10	23	MEDICC2	0.0424242424242424
5328	No WGD	0.075	20	20	Euclidean NJ	0.076858813700919
5329	No WGD	0.075	20	20	Euclidean Min. Ev.	0.0187134502923977
5330	No WGD	0.075	20	20	Manhattan NJ	0.0030075187969924
5331	No WGD	0.075	20	20	Manhattan Min. Ev.	0.0187134502923977
5332	No WGD	0.075	20	20	MEDALT	0.5
5333	No WGD	0.075	20	20	MEDICC2	0.0
5334	High WGD	0.05	5	13	Euclidean NJ	0.0
5335	High WGD	0.05	5	13	Euclidean Min. Ev.	0.0
5336	High WGD	0.05	5	13	Manhattan NJ	0.0
5337	High WGD	0.05	5	13	Manhattan Min. Ev.	0.0
5338	High WGD	0.05	5	13	MEDALT	0.5
5339	High WGD	0.05	5	13	MEDICC2	0.0
5340	Low WGD	0.075	10	20	Euclidean NJ	0.0727272727272727
5341	Low WGD	0.075	10	20	Euclidean Min. Ev.	0.0727272727272727
5342	Low WGD	0.075	10	20	Manhattan NJ	0.0727272727272727
5343	Low WGD	0.075	10	20	Manhattan Min. Ev.	0.0727272727272727
5344	Low WGD	0.075	10	20	MEDALT	0.272727272727273
5345	Low WGD	0.075	10	20	MEDICC2	0.0727272727272727
5346	High WGD	0.1	15	10	Euclidean NJ	0.371978021978022
5347	High WGD	0.1	15	10	Euclidean Min. Ev.	0.320879120879121
5348	High WGD	0.1	15	10	Manhattan NJ	0.345054945054945
5349	High WGD	0.1	15	10	Manhattan Min. Ev.	0.320879120879121
5350	High WGD	0.1	15	10	MEDALT	0.253846153846154
5351	High WGD	0.1	15	10	MEDICC2	0.176923076923077
5352	Low WGD	0.1	5	6	Euclidean NJ	0.0
5353	Low WGD	0.1	5	6	Euclidean Min. Ev.	0.0
5354	Low WGD	0.1	5	6	Manhattan NJ	0.0
5355	Low WGD	0.1	5	6	Manhattan Min. Ev.	0.0
5356	Low WGD	0.1	5	6	MEDALT	0.5
5357	Low WGD	0.1	5	6	MEDICC2	0.0
5358	Low WGD	0.05	50	20	Euclidean NJ	0.0235134053621449
5359	Low WGD	0.05	50	20	Euclidean Min. Ev.	0.0220648259303722
5360	Low WGD	0.05	50	20	Manhattan NJ	0.0067466986794717
5361	Low WGD	0.05	50	20	Manhattan Min. Ev.	0.0220648259303722
5362	Low WGD	0.05	50	20	MEDALT	0.386800720288115
5363	Low WGD	0.05	50	20	MEDICC2	0.0595918367346939
5364	Low WGD	0.025	5	18	Euclidean NJ	0.0
5365	Low WGD	0.025	5	18	Euclidean Min. Ev.	0.0
5366	Low WGD	0.025	5	18	Manhattan NJ	0.0
5367	Low WGD	0.025	5	18	Manhattan Min. Ev.	0.0
5368	Low WGD	0.025	5	18	MEDALT	0.5
5369	Low WGD	0.025	5	18	MEDICC2	0.0
5370	Low WGD	0.1	10	9	Euclidean NJ	0.0727272727272727
5371	Low WGD	0.1	10	9	Euclidean Min. Ev.	0.0727272727272727
5372	Low WGD	0.1	10	9	Manhattan NJ	0.0
5373	Low WGD	0.1	10	9	Manhattan Min. Ev.	0.0727272727272727
5374	Low WGD	0.1	10	9	MEDALT	0.5
5375	Low WGD	0.1	10	9	MEDICC2	0.0
5376	No WGD	0.01	10	23	Euclidean NJ	0.151515151515152
5377	No WGD	0.01	10	23	Euclidean Min. Ev.	0.096969696969697
5378	No WGD	0.01	10	23	Manhattan NJ	0.151515151515152
5379	No WGD	0.01	10	23	Manhattan Min. Ev.	0.096969696969697
5380	No WGD	0.01	10	23	MEDALT	0.434848484848485
5381	No WGD	0.01	10	23	MEDICC2	0.151515151515152
5382	Low WGD	0.1	15	17	Euclidean NJ	0.0675824175824176
5383	Low WGD	0.1	15	17	Euclidean Min. Ev.	0.0604395604395604
5384	Low WGD	0.1	15	17	Manhattan NJ	0.0456043956043956
5385	Low WGD	0.1	15	17	Manhattan Min. Ev.	0.0604395604395604
5386	Low WGD	0.1	15	17	MEDALT	0.5
5387	Low WGD	0.1	15	17	MEDICC2	0.0241758241758242
5388	Low WGD	0.01	100	16	Euclidean NJ	0.0531011468493788
5389	Low WGD	0.01	100	16	Euclidean Min. Ev.	0.0186993393216873
5390	Low WGD	0.01	100	16	Manhattan NJ	0.0281726948205025
5391	Low WGD	0.01	100	16	Manhattan Min. Ev.	0.0186993393216873
5392	Low WGD	0.01	100	16	MEDALT	0.200708193268306
5393	Low WGD	0.01	100	16	MEDICC2	0.0503776091894904
5394	High WGD	0.075	3	4	Euclidean NJ	0.0
5395	High WGD	0.075	3	4	Euclidean Min. Ev.	0.0
5396	High WGD	0.075	3	4	Manhattan NJ	0.0
5397	High WGD	0.075	3	4	Manhattan Min. Ev.	0.0
5398	High WGD	0.075	3	4	MEDALT	0.5
5399	High WGD	0.075	3	4	MEDICC2	0.0
5400	No WGD	0.01	3	8	Euclidean NJ	0
5401	No WGD	0.01	3	8	Euclidean Min. Ev.	0
5402	No WGD	0.01	3	8	Manhattan NJ	0
5403	No WGD	0.01	3	8	Manhattan Min. Ev.	0
5404	No WGD	0.01	3	8	MEDALT	0
5405	No WGD	0.01	3	8	MEDICC2	0
5406	Low WGD	0.01	50	20	Euclidean NJ	0.0531732693077231
5407	Low WGD	0.01	50	20	Euclidean Min. Ev.	0.0606962785114046
5408	Low WGD	0.01	50	20	Manhattan NJ	0.0604001600640256
5409	Low WGD	0.01	50	20	Manhattan Min. Ev.	0.0606962785114046
5410	Low WGD	0.01	50	20	MEDALT	0.245852340936375
5411	Low WGD	0.01	50	20	MEDICC2	0.0512284913965586
5412	Low WGD	0.075	20	7	Euclidean NJ	0.0367585630743525
5413	Low WGD	0.075	20	7	Euclidean Min. Ev.	0.0367585630743525
5414	Low WGD	0.075	20	7	Manhattan NJ	0.0260651629072682
5415	Low WGD	0.075	20	7	Manhattan Min. Ev.	0.0367585630743525
5416	Low WGD	0.075	20	7	MEDALT	0.335171261487051
5417	Low WGD	0.075	20	7	MEDICC2	0.146031746031746
5418	No WGD	0.075	3	23	Euclidean NJ	0.0
5419	No WGD	0.075	3	23	Euclidean Min. Ev.	0.0
5420	No WGD	0.075	3	23	Manhattan NJ	0.0
5421	No WGD	0.075	3	23	Manhattan Min. Ev.	0.0
5422	No WGD	0.075	3	23	MEDALT	0.5
5423	No WGD	0.075	3	23	MEDICC2	0.0
5424	No WGD	0.025	15	15	Euclidean NJ	0.0
5425	No WGD	0.025	15	15	Euclidean Min. Ev.	0.0
5426	No WGD	0.025	15	15	Manhattan NJ	0.0
5427	No WGD	0.025	15	15	Manhattan Min. Ev.	0.0
5428	No WGD	0.025	15	15	MEDALT	0.348076923076923
5429	No WGD	0.025	15	15	MEDICC2	0.0
5430	No WGD	0.075	15	0	Euclidean NJ	0.0
5431	No WGD	0.075	15	0	Euclidean Min. Ev.	0.0
5432	No WGD	0.075	15	0	Manhattan NJ	0.0
5433	No WGD	0.075	15	0	Manhattan Min. Ev.	0.0
5434	No WGD	0.075	15	0	MEDALT	0.5
5435	No WGD	0.075	15	0	MEDICC2	0.0571428571428571
5436	Low WGD	0.1	5	23	Euclidean NJ	0.0
5437	Low WGD	0.1	5	23	Euclidean Min. Ev.	0.0
5438	Low WGD	0.1	5	23	Manhattan NJ	0.0
5439	Low WGD	0.1	5	23	Manhattan Min. Ev.	0.0
5440	Low WGD	0.1	5	23	MEDALT	0.5
5441	Low WGD	0.1	5	23	MEDICC2	0.0
5442	Low WGD	0.025	5	14	Euclidean NJ	0.0
5443	Low WGD	0.025	5	14	Euclidean Min. Ev.	0.0
5444	Low WGD	0.025	5	14	Manhattan NJ	0.266666666666667
5445	Low WGD	0.025	5	14	Manhattan Min. Ev.	0.0
5446	Low WGD	0.025	5	14	MEDALT	0.7
5447	Low WGD	0.025	5	14	MEDICC2	0.0
5448	High WGD	0.075	15	22	Euclidean NJ	0.151648351648352
5449	High WGD	0.075	15	22	Euclidean Min. Ev.	0.151648351648352
5450	High WGD	0.075	15	22	Manhattan NJ	0.118681318681319
5451	High WGD	0.075	15	22	Manhattan Min. Ev.	0.151648351648352
5452	High WGD	0.075	15	22	MEDALT	0.226098901098901
5453	High WGD	0.075	15	22	MEDICC2	0.0
5454	No WGD	0.05	15	0	Euclidean NJ	0.258241758241758
5455	No WGD	0.05	15	0	Euclidean Min. Ev.	0.277472527472527
5456	No WGD	0.05	15	0	Manhattan NJ	0.157142857142857
5457	No WGD	0.05	15	0	Manhattan Min. Ev.	0.277472527472527
5458	No WGD	0.05	15	0	MEDALT	0.457417582417582
5459	No WGD	0.05	15	0	MEDICC2	0.0071428571428571
5460	Low WGD	0.05	100	3	Euclidean NJ	0.0342768970774628
5461	Low WGD	0.05	100	3	Euclidean Min. Ev.	0.0287600188590288
5462	Low WGD	0.05	100	3	Manhattan NJ	0.0284188418841884
5463	Low WGD	0.05	100	3	Manhattan Min. Ev.	0.0287600188590288
5464	Low WGD	0.05	100	3	MEDALT	0.483973989235658
5465	Low WGD	0.05	100	3	MEDICC2	0.0090880924827176
5466	No WGD	0.05	5	18	Euclidean NJ	0.0
5467	No WGD	0.05	5	18	Euclidean Min. Ev.	0.0
5468	No WGD	0.05	5	18	Manhattan NJ	0.0
5469	No WGD	0.05	5	18	Manhattan Min. Ev.	0.0
5470	No WGD	0.05	5	18	MEDALT	0.5
5471	No WGD	0.05	5	18	MEDICC2	0.0
5472	Low WGD	0.01	5	21	Euclidean NJ	0.2
5473	Low WGD	0.01	5	21	Euclidean Min. Ev.	0.4
5474	Low WGD	0.01	5	21	Manhattan NJ	0.2
5475	Low WGD	0.01	5	21	Manhattan Min. Ev.	0.4
5476	Low WGD	0.01	5	21	MEDALT	0.1
5477	Low WGD	0.01	5	21	MEDICC2	0.0
5478	High WGD	0.025	20	16	Euclidean NJ	0.0187134502923977
5479	High WGD	0.025	20	16	Euclidean Min. Ev.	0.0130325814536341
5480	High WGD	0.025	20	16	Manhattan NJ	0.0
5481	High WGD	0.025	20	16	Manhattan Min. Ev.	0.0130325814536341
5482	High WGD	0.025	20	16	MEDALT	0.302589807852966
5483	High WGD	0.025	20	16	MEDICC2	0.0
5484	No WGD	0.1	15	10	Euclidean NJ	0.13021978021978
5485	No WGD	0.1	15	10	Euclidean Min. Ev.	0.0906593406593407
5486	No WGD	0.1	15	10	Manhattan NJ	0.0131868131868132
5487	No WGD	0.1	15	10	Manhattan Min. Ev.	0.0906593406593407
5488	No WGD	0.1	15	10	MEDALT	0.366758241758242
5489	No WGD	0.1	15	10	MEDICC2	0.0532967032967033
5490	No WGD	0.075	20	12	Euclidean NJ	0.112280701754386
5491	No WGD	0.075	20	12	Euclidean Min. Ev.	0.0477861319966583
5492	No WGD	0.075	20	12	Manhattan NJ	0.0594820384294069
5493	No WGD	0.075	20	12	Manhattan Min. Ev.	0.0477861319966583
5494	No WGD	0.075	20	12	MEDALT	0.471512113617377
5495	No WGD	0.075	20	12	MEDICC2	0.0390977443609023
5496	No WGD	0.025	5	18	Euclidean NJ	0.0
5497	No WGD	0.025	5	18	Euclidean Min. Ev.	0.0
5498	No WGD	0.025	5	18	Manhattan NJ	0.2
5499	No WGD	0.025	5	18	Manhattan Min. Ev.	0.0
5500	No WGD	0.025	5	18	MEDALT	0.3
5501	No WGD	0.025	5	18	MEDICC2	0.0
5502	Low WGD	0.01	20	14	Euclidean NJ	0.0982456140350877
5503	Low WGD	0.01	20	14	Euclidean Min. Ev.	0.0982456140350877
5504	Low WGD	0.01	20	14	Manhattan NJ	0.0982456140350877
5505	Low WGD	0.01	20	14	Manhattan Min. Ev.	0.0982456140350877
5506	Low WGD	0.01	20	14	MEDALT	0.221888053467001
5507	Low WGD	0.01	20	14	MEDICC2	0.0106934001670844
5508	High WGD	0.025	10	11	Euclidean NJ	0.0
5509	High WGD	0.025	10	11	Euclidean Min. Ev.	0.0
5510	High WGD	0.025	10	11	Manhattan NJ	0.0
5511	High WGD	0.025	10	11	Manhattan Min. Ev.	0.0
5512	High WGD	0.025	10	11	MEDALT	0.392424242424242
5513	High WGD	0.025	10	11	MEDICC2	0.0
5514	No WGD	0.01	5	24	Euclidean NJ	0.2
5515	No WGD	0.01	5	24	Euclidean Min. Ev.	0.4
5516	No WGD	0.01	5	24	Manhattan NJ	0.2
5517	No WGD	0.01	5	24	Manhattan Min. Ev.	0.4
5518	No WGD	0.01	5	24	MEDALT	0.2
5519	No WGD	0.01	5	24	MEDICC2	0.2
5520	No WGD	0.01	5	17	Euclidean NJ	0.0
5521	No WGD	0.01	5	17	Euclidean Min. Ev.	0.266666666666667
5522	No WGD	0.01	5	17	Manhattan NJ	0.0
5523	No WGD	0.01	5	17	Manhattan Min. Ev.	0.266666666666667
5524	No WGD	0.01	5	17	MEDALT	0.266666666666667
5525	No WGD	0.01	5	17	MEDICC2	0.0
5526	High WGD	0.05	10	16	Euclidean NJ	0.115151515151515
5527	High WGD	0.05	10	16	Euclidean Min. Ev.	0.0545454545454545
5528	High WGD	0.05	10	16	Manhattan NJ	0.127272727272727
5529	High WGD	0.05	10	16	Manhattan Min. Ev.	0.0545454545454545
5530	High WGD	0.05	10	16	MEDALT	0.216666666666667
5531	High WGD	0.05	10	16	MEDICC2	0.0545454545454545
5532	No WGD	0.075	3	5	Euclidean NJ	0.0
5533	No WGD	0.075	3	5	Euclidean Min. Ev.	0.0
5534	No WGD	0.075	3	5	Manhattan NJ	0.0
5535	No WGD	0.075	3	5	Manhattan Min. Ev.	0.0
5536	No WGD	0.075	3	5	MEDALT	0.5
5537	No WGD	0.075	3	5	MEDICC2	0.0
5538	No WGD	0.025	3	14	Euclidean NJ	0.0
5539	No WGD	0.025	3	14	Euclidean Min. Ev.	0.0
5540	No WGD	0.025	3	14	Manhattan NJ	0.0
5541	No WGD	0.025	3	14	Manhattan Min. Ev.	0.0
5542	No WGD	0.025	3	14	MEDALT	0.5
5543	No WGD	0.025	3	14	MEDICC2	0.0
5544	High WGD	0.01	5	8	Euclidean NJ	0.2
5545	High WGD	0.01	5	8	Euclidean Min. Ev.	0.0
5546	High WGD	0.01	5	8	Manhattan NJ	0.466666666666667
5547	High WGD	0.01	5	8	Manhattan Min. Ev.	0.0
5548	High WGD	0.01	5	8	MEDALT	0.5
5549	High WGD	0.01	5	8	MEDICC2	0.266666666666667
5550	Low WGD	0.075	15	5	Euclidean NJ	0.0516483516483516
5551	Low WGD	0.075	15	5	Euclidean Min. Ev.	0.0516483516483516
5552	Low WGD	0.075	15	5	Manhattan NJ	0.0
5553	Low WGD	0.075	15	5	Manhattan Min. Ev.	0.0516483516483516
5554	Low WGD	0.075	15	5	MEDALT	0.465659340659341
5555	Low WGD	0.075	15	5	MEDICC2	0.0
5556	Low WGD	0.075	5	1	Euclidean NJ	0.0
5557	Low WGD	0.075	5	1	Euclidean Min. Ev.	0.0
5558	Low WGD	0.075	5	1	Manhattan NJ	0.0
5559	Low WGD	0.075	5	1	Manhattan Min. Ev.	0.0
5560	Low WGD	0.075	5	1	MEDALT	0.3
5561	Low WGD	0.075	5	1	MEDICC2	0.0
5562	Low WGD	0.1	20	12	Euclidean NJ	0.0197159565580618
5563	Low WGD	0.1	20	12	Euclidean Min. Ev.	0.0167084377610693
5564	Low WGD	0.1	20	12	Manhattan NJ	0.0030075187969924
5565	Low WGD	0.1	20	12	Manhattan Min. Ev.	0.0167084377610693
5566	Low WGD	0.1	20	12	MEDALT	0.5
5567	Low WGD	0.1	20	12	MEDICC2	0.075187969924812
5568	Low WGD	0.05	10	1	Euclidean NJ	0.0606060606060606
5569	Low WGD	0.05	10	1	Euclidean Min. Ev.	0.0606060606060606
5570	Low WGD	0.05	10	1	Manhattan NJ	0.0
5571	Low WGD	0.05	10	1	Manhattan Min. Ev.	0.0606060606060606
5572	Low WGD	0.05	10	1	MEDALT	0.218181818181818
5573	Low WGD	0.05	10	1	MEDICC2	0.0
5574	No WGD	0.05	20	23	Euclidean NJ	0.0791979949874687
5575	No WGD	0.05	20	23	Euclidean Min. Ev.	0.0685045948203843
5576	No WGD	0.05	20	23	Manhattan NJ	0.0628237259816207
5577	No WGD	0.05	20	23	Manhattan Min. Ev.	0.0685045948203843
5578	No WGD	0.05	20	23	MEDALT	0.372598162071846
5579	No WGD	0.05	20	23	MEDICC2	0.0233918128654971
5580	Low WGD	0.01	3	19	Euclidean NJ	0
5581	Low WGD	0.01	3	19	Euclidean Min. Ev.	0
5582	Low WGD	0.01	3	19	Manhattan NJ	0
5583	Low WGD	0.01	3	19	Manhattan Min. Ev.	0
5584	Low WGD	0.01	3	19	MEDALT	0
5585	Low WGD	0.01	3	19	MEDICC2	0
5586	High WGD	0.05	3	20	Euclidean NJ	0.0
5587	High WGD	0.05	3	20	Euclidean Min. Ev.	0.0
5588	High WGD	0.05	3	20	Manhattan NJ	0.0
5589	High WGD	0.05	3	20	Manhattan Min. Ev.	0.0
5590	High WGD	0.05	3	20	MEDALT	0.5
5591	High WGD	0.05	3	20	MEDICC2	0.0
5592	High WGD	0.025	5	6	Euclidean NJ	0.0
5593	High WGD	0.025	5	6	Euclidean Min. Ev.	0.0
5594	High WGD	0.025	5	6	Manhattan NJ	0.0
5595	High WGD	0.025	5	6	Manhattan Min. Ev.	0.0
5596	High WGD	0.025	5	6	MEDALT	0.133333333333333
5597	High WGD	0.025	5	6	MEDICC2	0.0
5598	Low WGD	0.01	20	21	Euclidean NJ	0.095906432748538
5599	Low WGD	0.01	20	21	Euclidean Min. Ev.	0.095906432748538
5600	Low WGD	0.01	20	21	Manhattan NJ	0.0638262322472849
5601	Low WGD	0.01	20	21	Manhattan Min. Ev.	0.095906432748538
5602	Low WGD	0.01	20	21	MEDALT	0.169590643274854
5603	Low WGD	0.01	20	21	MEDICC2	0.0805346700083542
5604	High WGD	0.1	20	20	Euclidean NJ	0.0284043441938179
5605	High WGD	0.1	20	20	Euclidean Min. Ev.	0.0167084377610693
5606	High WGD	0.1	20	20	Manhattan NJ	0.0157059314954052
5607	High WGD	0.1	20	20	Manhattan Min. Ev.	0.0167084377610693
5608	High WGD	0.1	20	20	MEDALT	0.41796157059315
5609	High WGD	0.1	20	20	MEDICC2	0.0030075187969924
5610	High WGD	0.01	5	18	Euclidean NJ	0.2
5611	High WGD	0.01	5	18	Euclidean Min. Ev.	0.2
5612	High WGD	0.01	5	18	Manhattan NJ	0.0
5613	High WGD	0.01	5	18	Manhattan Min. Ev.	0.2
5614	High WGD	0.01	5	18	MEDALT	0.4
5615	High WGD	0.01	5	18	MEDICC2	0.0
5616	Low WGD	0.05	100	20	Euclidean NJ	0.0473405707917731
5617	Low WGD	0.05	100	20	Euclidean Min. Ev.	0.0417000067353674
5618	Low WGD	0.05	100	20	Manhattan NJ	0.0135544983069736
5619	Low WGD	0.05	100	20	Manhattan Min. Ev.	0.0417000067353674
5620	Low WGD	0.05	100	20	MEDALT	0.410258087033193
5621	Low WGD	0.05	100	20	MEDICC2	0.0081025245381681
5622	High WGD	0.075	5	7	Euclidean NJ	0.0
5623	High WGD	0.075	5	7	Euclidean Min. Ev.	0.0
5624	High WGD	0.075	5	7	Manhattan NJ	0.0
5625	High WGD	0.075	5	7	Manhattan Min. Ev.	0.0
5626	High WGD	0.075	5	7	MEDALT	0.3
5627	High WGD	0.075	5	7	MEDICC2	0.0
5628	Low WGD	0.1	5	11	Euclidean NJ	0.0
5629	Low WGD	0.1	5	11	Euclidean Min. Ev.	0.0
5630	Low WGD	0.1	5	11	Manhattan NJ	0.0
5631	Low WGD	0.1	5	11	Manhattan Min. Ev.	0.0
5632	Low WGD	0.1	5	11	MEDALT	0.5
5633	Low WGD	0.1	5	11	MEDICC2	0.0
5634	No WGD	0.01	20	8	Euclidean NJ	0.0390977443609023
5635	No WGD	0.01	20	8	Euclidean Min. Ev.	0.0360902255639098
5636	No WGD	0.01	20	8	Manhattan NJ	0.0571428571428571
5637	No WGD	0.01	20	8	Manhattan Min. Ev.	0.0360902255639098
5638	No WGD	0.01	20	8	MEDALT	0.286215538847118
5639	No WGD	0.01	20	8	MEDICC2	0.0571428571428571
5640	Low WGD	0.025	5	3	Euclidean NJ	0.0
5641	Low WGD	0.025	5	3	Euclidean Min. Ev.	0.0
5642	Low WGD	0.025	5	3	Manhattan NJ	0.0
5643	Low WGD	0.025	5	3	Manhattan Min. Ev.	0.0
5644	Low WGD	0.025	5	3	MEDALT	0.3
5645	Low WGD	0.025	5	3	MEDICC2	0.0
5646	Low WGD	0.05	15	8	Euclidean NJ	0.0313186813186813
5647	Low WGD	0.05	15	8	Euclidean Min. Ev.	0.0241758241758242
5648	Low WGD	0.05	15	8	Manhattan NJ	0.043956043956044
5649	Low WGD	0.05	15	8	Manhattan Min. Ev.	0.0241758241758242
5650	Low WGD	0.05	15	8	MEDALT	0.332142857142857
5651	Low WGD	0.05	15	8	MEDICC2	0.0313186813186813
5652	No WGD	0.1	20	21	Euclidean NJ	0.0969089390142022
5653	No WGD	0.1	20	21	Euclidean Min. Ev.	0.0969089390142022
